arm,method_name,seed,target,evaluation_set,n_days,fit_window_empirical_resolution,extrapolated_quantile_levels,extrapolation_note,activation_positive_q99_note,quantile_level,exceedance_frequency,pressure_exceedance_frequency,n_valid,n_pressure
hist_independent,Historical independent scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.07396331738437,0.4472934472934473,5016,351
hist_independent,Historical independent scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0332934609250398,0.2678062678062678,5016,351
hist_independent,Historical independent scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0612041467304625,0.5621468926553672,5016,354
hist_independent,Historical independent scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0269138755980861,0.2909604519774011,5016,354
hist_independent,Historical independent scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1031628104436425,,4711,0
hist_independent,Historical independent scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0360857567395457,,4711,0
empirical_copula,Empirical-copula scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1323064770932069,,5064,0
empirical_copula,Empirical-copula scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1222353870458135,,5064,0
empirical_copula,Empirical-copula scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0653633491311216,0.4313725490196078,5064,357
empirical_copula,Empirical-copula scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.046998420221169,0.3193277310924369,5064,357
empirical_copula,Empirical-copula scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0576619273301737,0.4943502824858757,5064,354
empirical_copula,Empirical-copula scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0458135860979462,0.4293785310734463,5064,354
empirical_copula,Empirical-copula scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0796553173602353,,4758,0
empirical_copula,Empirical-copula scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0311055065153425,,4758,0
empirical_copula,Empirical-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1327751196172248,,5016,0
empirical_copula,Empirical-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1232057416267942,,5016,0
empirical_copula,Empirical-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0639952153110047,0.4387464387464387,5016,351
empirical_copula,Empirical-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0454545454545454,0.3247863247863248,5016,351
empirical_copula,Empirical-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.057615629984051,0.4943502824858757,5016,354
empirical_copula,Empirical-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0456539074960127,0.4293785310734463,5016,354
empirical_copula,Empirical-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0787518573551263,,4711,0
empirical_copula,Empirical-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0305667586499681,,4711,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1425750394944707,,5064,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1253949447077409,,5064,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0724723538704581,0.4565826330532213,5064,357
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0515402843601895,0.3641456582633053,5064,357
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0667456556082148,0.5790960451977402,5064,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0483807266982622,0.4519774011299435,5064,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0655737704918032,,4758,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0220680958385876,,4758,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1435406698564593,,5016,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1263955342902711,,5016,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0711722488038277,0.4643874643874643,5016,351
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0500398724082934,0.3703703703703703,5016,351
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.066786283891547,0.5790960451977402,5016,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0482456140350877,0.4519774011299435,5016,354
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0649543621311823,,4711,0
fb2_gate,Gate-conditioned Gaussian-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0218637232010188,,4711,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1400078988941548,,5064,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1248025276461295,,5064,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0722748815165876,0.4649859943977591,5064,357
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0503554502369668,0.3585434173669468,5064,357
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0627962085308056,0.5169491525423728,5064,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0489731437598736,0.4548022598870056,5064,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0676754939050021,,4758,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0243799915931063,,4758,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.140749601275917,,5016,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1255980861244019,,5016,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0709728867623604,0.4729344729344729,5016,351
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0488437001594896,0.3646723646723647,5016,351
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0627990430622009,0.5169491525423728,5016,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0488437001594896,0.4548022598870056,5016,354
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0670770537040967,,4711,0
fb2_no_cross_target,Gaussian-copula scenarios without cross-target dependence,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0239864147739333,,4711,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1407977883096366,,5064,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1248025276461295,,5064,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0732622432859399,0.4649859943977591,5064,357
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0503554502369668,0.3529411764705882,5064,357
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0667456556082148,0.5508474576271186,5064,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0485781990521327,0.4491525423728814,5064,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0685161832702816,,4758,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0237494745691467,,4758,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1417464114832536,,5016,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1255980861244019,,5016,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0719696969696969,0.4729344729344729,5016,351
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0488437001594896,0.358974358974359,5016,351
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.066786283891547,0.5508474576271186,5016,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.048444976076555,0.4491525423728814,5016,354
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.068138399490554,,4711,0
fb2_no_temporal,Gaussian-copula scenarios without temporal dependence,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0235618764593504,,4711,0
x09_block_copula,Sequential block-copula scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1336887835703001,,5064,0
x09_block_copula,Sequential block-copula scenarios,3,day_ahead_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1228278041074249,,5064,0
x09_block_copula,Sequential block-copula scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0657582938388625,0.4117647058823529,5064,357
x09_block_copula,Sequential block-copula scenarios,3,capacity_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0471958925750394,0.3137254901960784,5064,357
x09_block_copula,Sequential block-copula scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0604265402843601,0.5056497175141242,5064,354
x09_block_copula,Sequential block-copula scenarios,3,activation_volume,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0458135860979462,0.423728813559322,5064,354
x09_block_copula,Sequential block-copula scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0817570407734342,,4758,0
x09_block_copula,Sequential block-copula scenarios,3,activation_price,main_211,211,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0321563682219419,,4758,0
x09_block_copula,Sequential block-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.1347687400318979,,5016,0
x09_block_copula,Sequential block-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.1238038277511961,,5016,0
x09_block_copula,Sequential block-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0643939393939393,0.4188034188034188,5016,351
x09_block_copula,Sequential block-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0456539074960127,0.3190883190883191,5016,351
x09_block_copula,Sequential block-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0604066985645933,0.5056497175141242,5016,354
x09_block_copula,Sequential block-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0456539074960127,0.423728813559322,5016,354
x09_block_copula,Sequential block-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0817236255572065,,4711,0
x09_block_copula,Sequential block-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0318403735937168,,4711,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.2149122807017544,,5016,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,day_ahead_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.2089314194577352,,5016,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0727671451355661,0.4216524216524216,5016,351
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,capacity_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0582137161084529,0.339031339031339,5016,351
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.95,0.0781499202551834,0.5310734463276836,5016,354
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,activation_volume,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,q99_often_equals_q97_5_endpoint_extension_not_estimate,0.99,0.0671850079744816,0.4745762711864407,5016,354
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.95,0.0677138611759711,,4711,0
fb2_plus_weather,Weather-augmented Gaussian-copula scenarios,3,activation_price,common_209,209,0.0119047619047619,0.005;0.01,outside_per_unit_estimable_interval_uses_endpoint_extension,not_applicable,0.99,0.0250477605603905,,4711,0
