arm,seed,target,scope,evaluation_set,n_days,mean_pinball,sample_crps,pit_ks_distance,n_valid,interval_level,coverage,average_width,zero_event_brier,positive_observation_crps,n_positive
fb2_gate,3,day_ahead_price,all_cells,common_209,209,7.827466311084942,21.573618173131692,0.12380382775119614,5016,0.9,0.7689393939393939,107.17933059606722,,,
fb2_gate,3,day_ahead_price,all_cells,common_209,209,7.827466311084942,21.573618173131692,0.12380382775119614,5016,0.98,0.8129984051036683,123.12080129087057,,,
fb2_gate,3,capacity_price,all_cells,common_209,209,2.6825715300174147,7.38960949495833,0.07456140350877193,5016,0.5,0.4918261562998405,13.805878346872854,,,
fb2_gate,3,capacity_price,all_cells,common_209,209,2.6825715300174147,7.38960949495833,0.07456140350877193,5016,0.8,0.7599681020733652,30.820575250623378,,,
fb2_gate,3,capacity_price,all_cells,common_209,209,2.6825715300174147,7.38960949495833,0.07456140350877193,5016,0.9,0.8339314194577353,40.79988402342408,,,
fb2_gate,3,capacity_price,all_cells,common_209,209,2.6825715300174147,7.38960949495833,0.07456140350877193,5016,0.98,0.8738038277511961,49.62249235745964,,,
fb2_gate,3,activation_volume,all_cells,common_209,209,2.8512681152995554,7.865061280549487,0.045653907496012724,5016,0.5,0.49940191387559807,14.888942491215909,0.0602237639553429,8.071117979772099,4711.0
fb2_gate,3,activation_volume,all_cells,common_209,209,2.8512681152995554,7.865061280549487,0.045653907496012724,5016,0.8,0.7982456140350878,36.53667379639359,0.0602237639553429,8.071117979772099,4711.0
fb2_gate,3,activation_volume,all_cells,common_209,209,2.8512681152995554,7.865061280549487,0.045653907496012724,5016,0.9,0.8879585326953748,51.17368640311177,0.0602237639553429,8.071117979772099,4711.0
fb2_gate,3,activation_volume,all_cells,common_209,209,2.8512681152995554,7.865061280549487,0.045653907496012724,5016,0.98,0.9362041467304625,62.881463369017915,0.0602237639553429,8.071117979772099,4711.0
fb2_gate,3,activation_volume,nondegenerate_cells,common_209,209,2.8793666623573504,7.939240659544293,0.04670609830715888,4903,0.5,0.49847032429125027,14.955109122506439,0.0616117479094432,8.15528194284815,4598.0
fb2_gate,3,activation_volume,nondegenerate_cells,common_209,209,2.8793666623573504,7.939240659544293,0.04670609830715888,4903,0.8,0.7976748929227004,36.62090640915909,0.0616117479094432,8.15528194284815,4598.0
fb2_gate,3,activation_volume,nondegenerate_cells,common_209,209,2.8793666623573504,7.939240659544293,0.04670609830715888,4903,0.9,0.8884356516418519,51.2574970785785,0.0616117479094432,8.15528194284815,4598.0
fb2_gate,3,activation_volume,nondegenerate_cells,common_209,209,2.8793666623573504,7.939240659544293,0.04670609830715888,4903,0.98,0.9373852743218438,62.83747289254402,0.0616117479094432,8.15528194284815,4598.0
