delivery_day,activated_mwh_per_mw,activation_revenue_eur_per_mw,forgone_day_ahead_eur_per_mw,net_activation_eur_per_mw,activated_mwh_at_arm_power,soc_throughput_share_of_energy,arm
2026-04-23,5.124314710930159,1596.2700567154468,108.20546903411464,1488.0645876813321,51.24314710930159,2.5621573554650796,sensitivity
2026-04-24,2.706295677694231,391.3499729121908,137.1182380884317,254.23173482375913,27.062956776942308,1.3531478388471154,sensitivity
2026-04-25,3.4719784986315974,1426.9834689103607,43.63109951845668,1383.352369391904,34.71978498631597,1.7359892493157987,sensitivity
2026-04-26,4.299914128974288,1380.9974500118426,203.19759828663362,1177.799851725209,42.99914128974288,2.149957064487144,sensitivity
2026-04-27,1.635756716042831,181.86846547007036,131.34895797049458,50.51950749957578,16.35756716042831,0.8178783580214155,sensitivity
2026-04-28,4.114985284303819,442.5697821345154,145.69460641260244,296.8751757219129,41.14985284303819,2.0574926421519093,sensitivity
2026-04-29,5.898037117654769,786.922219808749,149.87342376972921,637.0487960390197,58.98037117654769,2.9490185588273845,sensitivity
2026-04-30,6.034581737600794,575.6814721766777,207.37062688545564,368.3108452912221,60.34581737600794,3.017290868800397,sensitivity
2026-05-01,6.181666690497345,1254.2635158644014,296.5858026589459,957.6777132054555,61.81666690497345,3.0908333452486727,sensitivity
2026-05-02,2.934067262700535,389.42203171379526,107.72485026097338,281.6971814528219,29.340672627005347,1.4670336313502674,sensitivity
2026-05-03,4.816749162719496,1924.77288652978,303.7391364302628,1621.0337500995172,48.16749162719496,2.408374581359748,sensitivity
2026-05-04,2.212242150220692,295.04165628871755,226.45668370415595,68.5849725845616,22.122421502206922,1.106121075110346,sensitivity
2026-05-05,3.4232723331343746,616.7195658145026,403.92039073703324,212.79917507746939,34.23272333134375,1.7116361665671875,sensitivity
2026-05-06,2.1324624599993314,298.9331188612024,255.91561387922985,43.017504981972536,21.324624599993314,1.0662312299996657,sensitivity
2026-05-07,2.206042208674509,422.5354939399883,295.9854633187078,126.55003062128054,22.06042208674509,1.1030211043372544,sensitivity
2026-05-08,2.605835563462956,430.14762982588695,310.6075632729552,119.54006655293176,26.058355634629564,1.302917781731478,sensitivity
2026-05-09,4.416652697478686,380.79804165317586,245.99550425638,134.80253739679586,44.16652697478686,2.208326348739343,sensitivity
2026-05-10,5.34282708750742,2669.927159328627,251.5218066880255,2418.4053526406014,53.4282708750742,2.67141354375371,sensitivity
2026-05-11,2.672072912520795,1790.2049218055233,298.3280390153618,1491.8768827901615,26.72072912520795,1.3360364562603975,sensitivity
2026-05-12,5.940096831485097,4613.855544189433,459.42611924615704,4154.429424943276,59.40096831485097,2.9700484157425486,sensitivity
2026-05-13,3.33060576965372,3159.781651482367,352.1157550588748,2807.665896423492,33.3060576965372,1.66530288482686,sensitivity
2026-05-14,2.5775117287745815,266.68568041479483,156.96278420398932,109.72289621080552,25.775117287745815,1.2887558643872907,sensitivity
2026-05-15,0.7525362908575245,89.78068881241765,90.46309234268674,-0.6824035302690845,7.525362908575245,0.37626814542876225,sensitivity
2026-05-16,3.8075700544725777,298.43729689327984,128.42281918117635,170.01447771210348,38.07570054472578,1.9037850272362888,sensitivity
2026-05-17,5.79535730129917,836.4283524678772,274.1159325285216,562.3124199393556,57.9535730129917,2.897678650649585,sensitivity
2026-05-18,2.0081907195933413,289.20274984616697,267.64992080810356,21.552829038063408,20.08190719593341,1.0040953597966706,sensitivity
2026-05-19,3.7284867559450126,594.0476467805374,458.9735087416376,135.07413803889983,37.28486755945013,1.8642433779725063,sensitivity
2026-05-20,5.60672969799775,1111.9404148169242,520.077042580223,591.8633722367013,56.0672969799775,2.803364848998875,sensitivity
2026-05-21,2.040477927186763,312.7196643807292,262.7142173704069,50.005447010322314,20.404779271867632,1.0202389635933815,sensitivity
2026-05-22,2.4377086066178384,428.24469804175084,263.9813799331731,164.26331810857772,24.377086066178386,1.2188543033089192,sensitivity
2026-05-23,3.8963620948004913,593.5342401720383,275.6852418147899,317.8489983572484,38.963620948004916,1.948181047400246,sensitivity
2026-05-24,1.5558367548829097,163.1287916704414,90.19205908360532,72.93673258683607,15.558367548829096,0.7779183774414549,sensitivity
2026-05-25,3.367152934049779,406.71527436883616,132.1214404602729,274.5938339085633,33.671529340497784,1.6835764670248892,sensitivity
2026-05-26,2.9663206617054576,447.5541268895208,173.91446061169063,273.63966627783014,29.663206617054577,1.4831603308527288,sensitivity
2026-05-27,1.9928332596647098,272.41964759785157,155.0280380744035,117.39160952344807,19.9283325966471,0.9964166298323549,sensitivity
2026-05-28,4.468890610360782,1564.5563731626933,286.496938673726,1278.0594344889673,44.68890610360782,2.234445305180391,sensitivity
2026-05-29,1.8075894020627183,330.9683703224919,133.18073592565193,197.78763439684,18.07589402062718,0.9037947010313591,sensitivity
2026-05-30,4.74703118261182,689.834825519859,156.68324171478972,533.1515838050693,47.4703118261182,2.37351559130591,sensitivity
2026-05-31,6.551572492696431,896.6674061647726,285.6614623846549,611.0059437801177,65.51572492696431,3.2757862463482157,sensitivity
2026-06-01,2.6297625322678018,1132.3058953031157,442.69669630853946,689.6091989945762,26.297625322678016,1.3148812661339009,sensitivity
2026-06-02,1.1506163903248325,222.27607063335145,145.14291655578054,77.13315407757091,11.506163903248325,0.5753081951624163,sensitivity
2026-06-03,1.4008841194968553,756.405677292977,158.25097332756224,598.1547039654147,14.008841194968554,0.7004420597484277,sensitivity
2026-06-04,5.473615453949525,4220.278057862176,215.32314649514876,4004.9549113670273,54.736154539495246,2.7368077269747624,sensitivity
2026-06-05,1.3908549285963079,191.93785639254614,92.53030301296106,99.40755337958508,13.90854928596308,0.6954274642981539,sensitivity
2026-06-06,2.345750195270912,1009.8047473174304,128.6698230851616,881.1349242322688,23.457501952709123,1.172875097635456,sensitivity
2026-06-07,2.621015166577342,488.50896531613654,96.71691515773772,391.7920501583988,26.21015166577342,1.310507583288671,sensitivity
2026-06-08,2.3120532230734296,1472.605902253437,264.8288595067787,1207.7770427466585,23.120532230734298,1.1560266115367148,sensitivity
2026-06-09,1.3053613917979947,171.8511469985092,121.11662574977203,50.73452124873717,13.053613917979947,0.6526806958989974,sensitivity
2026-06-10,2.6084068391759185,2866.1269646125825,243.27624426023542,2622.8507203523473,26.084068391759185,1.3042034195879593,sensitivity
2026-06-11,1.368627129315471,297.3458727575486,155.8368855038251,141.5089872537235,13.68627129315471,0.6843135646577355,sensitivity
2026-06-12,1.2827035672660674,171.56175903041404,124.93722127794399,46.62453775247005,12.827035672660674,0.6413517836330337,sensitivity
2026-06-13,3.120770531400966,521.3006727294686,44.09854589361112,477.2021268358575,31.20770531400966,1.560385265700483,sensitivity
2026-06-14,3.7018743961352656,379.28926333333334,55.083940728173914,324.20532260515944,37.018743961352655,1.8509371980676328,sensitivity
2026-06-15,3.299823280853356,531.2857619783049,94.34825592811141,436.93750605019346,32.99823280853356,1.6499116404266778,sensitivity
2026-06-16,1.8728949228558507,724.9190143046553,195.57560214644514,529.3434121582102,18.728949228558506,0.9364474614279252,sensitivity
2026-06-17,2.8569769587395144,1431.5358611648162,304.47939918828996,1127.0564619765262,28.569769587395143,1.4284884793697572,sensitivity
2026-06-18,3.828526807801697,1696.278184746177,723.3053524498952,972.9728322962818,38.28526807801697,1.9142634039008484,sensitivity
2026-06-19,0.8777922077922078,142.97224122988123,87.64381403113741,55.328427198743825,8.777922077922078,0.4388961038961039,sensitivity
2026-06-20,1.8387249338349168,596.4058581720957,236.20115948844597,360.2046986836497,18.387249338349168,0.9193624669174584,sensitivity
2026-06-21,2.3490274403958615,351.64016009342265,193.53917072304483,158.10098937037782,23.490274403958615,1.1745137201979308,sensitivity
2026-06-22,1.8108939217876476,324.33436757682614,250.3182214606871,74.01614611613903,18.108939217876475,0.9054469608938238,sensitivity
2026-06-23,3.3040367836764406,805.2976180758155,605.4383925994563,199.85922547635926,33.0403678367644,1.65201839183822,sensitivity
2026-06-24,1.6651105382712525,434.3159983617573,399.85353179897305,34.46246656278424,16.651105382712526,0.8325552691356263,sensitivity
2026-06-25,2.1970561708049514,460.703845543983,331.55196092625766,129.15188461772533,21.970561708049516,1.0985280854024757,sensitivity
2026-06-26,1.6710120805818074,321.2002846120428,256.91513991746956,64.28514469457326,16.710120805818075,0.8355060402909038,sensitivity
2026-06-27,4.818773180842004,3512.402121315484,178.8435820582678,3333.558539257216,48.18773180842004,2.409386590421002,sensitivity
2026-06-28,1.763186946222472,392.1859585388375,149.20468232059142,242.98127621824608,17.63186946222472,0.881593473111236,sensitivity
2026-06-29,1.6725137472843394,419.03209659757783,274.6622016619306,144.3698949356472,16.725137472843393,0.8362568736421696,sensitivity
2026-06-30,2.3778519147257353,820.8912979353416,396.9082893454695,423.98300858987216,23.778519147257352,1.1889259573628677,sensitivity
2026-07-01,1.0972707610301133,246.91545710767278,177.63469366441583,69.28076344325694,10.972707610301134,0.5486353805150567,sensitivity
2026-07-02,3.3776104390681003,1224.963931684588,42.80200121146707,1182.161930473121,33.776104390681006,1.6888052195340504,sensitivity
2026-07-03,3.929333333333333,492.0010955555556,80.04971115511111,411.95138440044445,39.29333333333333,1.9646666666666666,sensitivity
2026-07-04,1.608888888888889,470.4840955555556,64.01950610955555,406.46458944600005,16.08888888888889,0.8044444444444444,sensitivity
2026-07-05,2.2083333333333335,232.36280222222223,76.52327760755556,155.8395246146667,22.083333333333336,1.1041666666666667,sensitivity
2026-07-06,2.680888888888889,1115.4187622222223,147.6510813858889,967.7676808363334,26.80888888888889,1.3404444444444445,sensitivity
2026-07-07,6.630111111111111,2522.6752477777777,124.19141381366667,2398.483833964111,66.30111111111111,3.3150555555555554,sensitivity
2026-07-08,0.8825555555555555,112.1564311111111,72.45662664544444,39.69980446566666,8.825555555555555,0.44127777777777777,sensitivity
2026-07-09,1.1454444444444445,180.11710666666667,142.23489273144446,37.88221393522221,11.454444444444444,0.5727222222222222,sensitivity
2026-07-10,1.4033333333333333,207.38282444444445,164.51645642611112,42.86636801833333,14.033333333333333,0.7016666666666667,sensitivity
2026-07-11,1.8553333333333335,233.40264444444446,139.3439329428889,94.05871150155556,18.553333333333335,0.9276666666666668,sensitivity
2026-07-12,1.8162222222222222,191.82776444444445,93.00206771544444,98.82569672900001,18.162222222222223,0.9081111111111111,sensitivity
2026-07-13,1.1635555555555555,263.21084888888885,122.612583321,140.59826556788886,11.635555555555555,0.5817777777777777,sensitivity
2026-07-14,1.0184444444444445,169.99502444444445,119.65270689788889,50.34231754655556,10.184444444444445,0.5092222222222222,sensitivity
2026-07-15,1.9595555555555555,331.03115888888885,199.69256600244444,131.33859288644442,19.595555555555556,0.9797777777777779,sensitivity
2026-07-16,1.7458888888888888,302.39962,238.8289309762222,63.57068902377782,17.45888888888889,0.8729444444444445,sensitivity
2026-07-17,0.9773333333333333,165.61655444444443,140.01948524766667,25.597069196777767,9.773333333333333,0.4886666666666667,sensitivity
2026-07-18,2.880333333333333,372.3880766666667,58.99809301566667,313.389983651,28.80333333333333,1.4401666666666666,sensitivity
2026-07-19,1.6834444444444445,989.18092,113.54587623511111,875.6350437648889,16.834444444444443,0.8417222222222221,sensitivity
2026-07-20,0.37144444444444447,55.174545555555554,48.58429162833333,6.590253927222221,3.7144444444444447,0.18572222222222223,sensitivity
2026-07-21,1.4115555555555555,236.18535444444444,184.91633484311112,51.269019601333326,14.115555555555554,0.7057777777777777,sensitivity
2026-07-22,1.3007777777777778,217.84731666666667,79.99449200944444,137.85282465722224,13.007777777777779,0.6503888888888889,sensitivity
2026-07-23,0.5690756501182033,97.29443177304965,77.52775991192435,19.766671861125303,5.690756501182033,0.28453782505910163,sensitivity
2026-07-24,0.8907777777777778,140.64695777777777,113.72964594955556,26.91731182822221,8.907777777777778,0.4453888888888889,sensitivity
2026-07-25,2.273,144.94825111111112,45.73847420011111,99.209776911,22.73,1.1365,sensitivity
2026-07-26,2.8885128205128203,435.8294209157509,156.89416441685105,278.9352564988999,28.885128205128204,1.4442564102564102,sensitivity
2026-07-27,1.4783333333333333,211.55986111111113,63.296685278333335,148.2631758327778,14.783333333333333,0.7391666666666666,sensitivity
2026-07-28,1.0796666666666668,127.80382555555555,73.51728914933334,54.28653640622221,10.796666666666667,0.5398333333333334,sensitivity
2026-07-29,2.423222222222222,449.0114644444444,172.23938717877778,276.77207726566667,24.23222222222222,1.211611111111111,sensitivity
2026-07-30,1.7115555555555555,366.51161666666667,151.1180804298889,215.39353623677778,17.115555555555556,0.8557777777777777,sensitivity
2026-07-31,1.2936666666666667,232.18057888888887,185.89764661855557,46.282932270333305,12.936666666666667,0.6468333333333334,sensitivity
2026-08-01,1.1227777777777779,159.66230222222222,105.20426986888889,54.45803235333334,11.227777777777778,0.5613888888888889,sensitivity
2026-08-02,4.425777777777778,1559.9312533333334,184.99563592766668,1374.9356174056668,44.25777777777778,2.212888888888889,sensitivity
2026-08-03,1.461247311827957,348.60772236559137,126.61690293560216,221.99081942998922,14.61247311827957,0.7306236559139785,sensitivity
2026-08-04,1.9113333333333333,767.6968855555556,296.302525345,471.3943602105556,19.113333333333333,0.9556666666666667,sensitivity
2026-08-05,2.3894444444444445,513.10452,241.04028793977778,272.0642320602222,23.894444444444446,1.1947222222222222,sensitivity
2026-08-06,2.9996666666666667,1131.4797255555557,87.60387995233333,1043.8758456032224,29.996666666666666,1.4998333333333334,sensitivity
2026-08-07,1.8591111111111112,445.77705000000003,174.07310667522222,271.7039433247778,18.59111111111111,0.9295555555555556,sensitivity
2026-08-08,0.6208888888888888,88.50623222222222,69.57381131744444,18.932420904777786,6.208888888888888,0.3104444444444444,sensitivity
2026-08-09,1.5865555555555555,342.40623,45.41263723522222,296.99359276477776,15.865555555555556,0.7932777777777777,sensitivity
2026-08-10,1.1981237113402061,167.55033147766324,80.99513280284192,86.55519867482131,11.981237113402061,0.5990618556701031,sensitivity
2026-08-11,1.1674444444444445,140.66739555555554,76.52529909566667,64.14209645988888,11.674444444444445,0.5837222222222223,sensitivity
2026-08-12,1.575657004830918,300.3905225362319,211.27612660852174,89.11439592771018,15.756570048309179,0.787828502415459,sensitivity
2026-08-13,1.5095030525030524,288.5062591086691,151.2473514683199,137.2589076403492,15.095030525030523,0.7547515262515262,sensitivity
2026-08-14,1.3474299516908212,206.86502681159422,109.13790145435507,97.72712535723915,13.474299516908212,0.6737149758454106,sensitivity
2026-08-15,5.672666666666666,2187.304087777778,169.89942972922222,2017.4046580485558,56.72666666666666,2.836333333333333,sensitivity
2026-08-16,1.1663333333333332,255.23288666666667,190.900024051,64.33286261566667,11.663333333333332,0.5831666666666666,sensitivity
2026-08-17,1.1276666666666666,253.77150444444445,208.5565085132222,45.214995931222234,11.276666666666666,0.5638333333333333,sensitivity
2026-08-18,2.292222222222222,494.0865977777778,376.71413950355554,117.37245827422225,22.92222222222222,1.146111111111111,sensitivity
2026-08-19,2.1693356973995273,572.1173415839244,338.5329753690473,233.5843662148771,21.69335697399527,1.0846678486997636,sensitivity
2026-08-20,2.241,1161.4400644444445,243.54320011355554,917.896864330889,22.41,1.1205,sensitivity
2026-08-21,0.6867777777777778,135.45174333333333,114.25464098788889,21.197102345444435,6.867777777777778,0.3433888888888889,sensitivity
2026-08-22,1.4115555555555555,340.86404999999996,123.11883096511112,217.74521903488886,14.115555555555554,0.7057777777777777,sensitivity
2026-08-23,1.914111111111111,296.48461444444445,150.44439583,146.04021861444446,19.141111111111112,0.9570555555555555,sensitivity
2026-08-24,0.9701111111111111,302.4456877777778,145.34726512411112,157.09842265366666,9.70111111111111,0.4850555555555555,sensitivity
2026-08-26,0.9775555555555555,185.42719222222223,161.80199457788888,23.625197644333355,9.775555555555556,0.4887777777777778,sensitivity
2026-08-27,2.1975555555555557,377.9823666666667,119.35688964266667,258.625477024,21.97555555555556,1.0987777777777779,sensitivity
2026-08-28,5.539,2557.4128533333333,709.5885584226667,1847.8242949106666,55.39,2.7695,sensitivity
